Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,13,13.854710,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.332623,0.159211,0.141856,0.033535
0.276608,0.130418,0.124580,0.034847
0.272639,0.105816,0.143093,0.031128
0.277467,0.126518,0.125652,0.032614
0.280653,0.115682,0.141727,0.066203
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,14.832304,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.456480,0.338338,0.069925,0.027181
0.392009,0.289707,0.073865,0.020690
0.414455,0.306931,0.073719,0.023548
0.405887,0.299386,0.074699,0.024667
0.397766,0.320294,0.073200,0.042097
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,12.901108,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.453860,0.270632,0.074288,0.020860
0.425174,0.338916,0.071717,0.021346
0.408696,0.331134,0.072568,0.026893
0.432476,0.328778,0.074551,0.026317
0.417005,0.328533,0.074840,0.054223
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,14.143218,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.446055,0.334458,0.071015,0.024788
0.424945,0.339696,0.075037,0.025329
0.414358,0.284336,0.070191,0.024860
0.419129,0.324945,0.058153,0.020714
0.393618,0.315661,0.072889,0.053382
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,13.225548,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.387756,0.163664,0.050122,0.017539
0.348129,0.297238,0.034146,0.016178
0.342482,0.289727,0.049990,0.014787
0.358600,0.286569,0.053676,0.016532
0.350700,0.297128,0.050268,0.052050
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,14.227560,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.381950,0.277550,0.048970,0.020663
0.354749,0.296193,0.042074,0.016931
0.377343,0.291525,0.050663,0.021822
0.358566,0.195194,0.050862,0.017926
0.379659,0.216358,0.047742,0.034012
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,13.972084,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
1.285287,1.072098,0.105692,0.037833
1.252030,1.111518,0.104682,0.033795
1.212495,0.962930,0.094749,0.036557
1.253359,0.858643,0.103348,0.046962
1.242533,1.109771,0.103796,0.091497
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,16.603226,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
1.356329,1.136894,0.127455,0.048896
1.328589,1.087645,0.128708,0.045694
1.302216,1.107494,0.064109,0.040600
1.332125,1.106979,0.123782,0.045777
1.297699,0.914860,0.127973,0.102277
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,14.660368,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
1.272110,1.033895,0.124804,0.043612
1.243839,0.955392,0.127573,0.040098
1.217053,1.063187,0.122559,0.035983
1.179637,1.034143,0.115339,0.040674
1.208047,1.059553,0.124590,0.100980
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,14.936610,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
1.273902,0.987341,0.110291,0.037490
1.227913,0.995485,0.107783,0.043080
1.216691,1.082086,0.110826,0.049484
1.232629,0.914490,0.110068,0.033400
1.200593,0.917501,0.108684,0.094377
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,16.376039,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
1.258123,1.088584,0.108612,0.037348
1.184585,1.051172,0.109322,0.041746
1.215237,0.859860,0.104351,0.038320
1.181788,0.919327,0.088362,0.038934
1.184872,1.048139,0.108350,0.093213
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,14.901133,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
1.240803,1.065954,0.108489,0.033347
1.232136,1.015252,0.107334,0.032132
1.219684,1.000340,0.106928,0.036100
1.238389,1.061383,0.093699,0.033690
1.201719,0.982772,0.080834,0.101075
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,13.066231,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.391147,0.307358,0.054341,0.017052
0.346129,0.284807,0.046437,0.018552
0.382680,0.308084,0.051671,0.014533
0.378633,0.290082,0.054625,0.014453
0.370618,0.293065,0.051770,0.046379
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,16.427445,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.428881,0.326230,0.057879,0.017024
0.426398,0.331673,0.053279,0.014522
0.397397,0.314766,0.057344,0.015572
0.421626,0.352358,0.040565,0.014276
0.412767,0.296651,0.055504,0.056356
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameterIterations, Setup Time
13,0,7200,29752,24,5,13.308082,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.411453,0.291526,0.054407,0.014579
0.404954,0.344166,0.026377,0.013256
0.375051,0.261585,0.053883,0.012770
0.384091,0.323164,0.026558,0.014424
0.388857,0.251969,0.052360,0.059463
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameter,Iterations, Setup Time
13,0,7200,29752,24,5,1,17.365088,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.416270,0.313361,0.084432,0.051493
Parties, Party, AND gates, XOR gates, Version, superseed length/ security parameter,Iterations, Setup Time
13,0,7200,29752,24,5,5,15.271269,
Offline Time, Preprocessing Independent, Preprocessing Dependent, Online Time
0.362264,0.281341,0.054632,0.013767
0.348571,0.287767,0.034238,0.012398
0.355088,0.288385,0.034757,0.014653
0.344545,0.281812,0.048488,0.012144
0.345525,0.262904,0.053208,0.049596
